1	YJR045C	Subgragh: 1.39658077E16		Degree: 174.0		Eigenvector: 0.16140151		Information: 4.1516886		LAC: 4.2413793		Betweenness: 468112.88		Closeness: 0.022894757		Network: 19.038797		
2	YCL018W	Subgragh: 1.28888747E16		Degree: 156.0		Eigenvector: 0.15505368		Information: 4.140478		LAC: 3.7820513		Betweenness: 364801.2		Closeness: 0.022879634		Network: 14.983334		
3	YLR259C	Subgragh: 1.1297948E16		Degree: 168.0		Eigenvector: 0.14516915		Information: 4.1481676		LAC: 2.5		Betweenness: 421930.3		Closeness: 0.022887861		Network: 11.977374		
4	YML064C	Subgragh: 7.9500854E15		Degree: 164.0		Eigenvector: 0.12177566		Information: 4.145664		LAC: 2.597561		Betweenness: 525497.44		Closeness: 0.0228306		Network: 14.585173		
5	YBR127C	Subgragh: 7.9096488E15		Degree: 113.0		Eigenvector: 0.121465564		Information: 4.099634		LAC: 2.318584		Betweenness: 211911.03		Closeness: 0.02284535		Network: 8.051774		
6	YPR110C	Subgragh: 7.4286066E15		Degree: 129.0		Eigenvector: 0.11771403		Information: 4.11796		LAC: 3.3953488		Betweenness: 330805.3		Closeness: 0.022800442		Network: 18.774994		
7	YBR072W	Subgragh: 7.3929696E15		Degree: 113.0		Eigenvector: 0.11743134		Information: 4.099634		LAC: 2.2654867		Betweenness: 214500.44		Closeness: 0.022860631		Network: 6.4059677		
8	YJR121W	Subgragh: 7.1187306E15		Degree: 127.0		Eigenvector: 0.11523273		Information: 4.1158934		LAC: 2.7559056		Betweenness: 308235.78		Closeness: 0.022839407		Network: 18.126188		
9	YBR020W	Subgragh: 7.0687415E15		Degree: 100.0		Eigenvector: 0.114827424		Information: 4.080819		LAC: 3.54		Betweenness: 158452.27		Closeness: 0.022834389		Network: 7.412758		
10	YMR106C	Subgragh: 6.7662507E15		Degree: 110.0		Eigenvector: 0.11234368		Information: 4.0956726		LAC: 3.090909		Betweenness: 240890.45		Closeness: 0.022791665		Network: 7.8588357		
11	YGL137W	Subgragh: 6.4995321E15		Degree: 111.0		Eigenvector: 0.110107176		Information: 4.097072		LAC: 5.189189		Betweenness: 239978.52		Closeness: 0.022785138		Network: 16.406244		
12	YDL029W	Subgragh: 6.3372994E15		Degree: 89.0		Eigenvector: 0.10872432		Information: 4.060816		LAC: 7.573034		Betweenness: 110832.15		Closeness: 0.022798095		Network: 18.720816		
13	YFL039C	Subgragh: 6.1038953E15		Degree: 126.0		Eigenvector: 0.10670336		Information: 4.1147065		LAC: 3.5396826		Betweenness: 348054.28		Closeness: 0.022843095		Network: 16.04811		
14	YDR388W	Subgragh: 5.9289452E15		Degree: 159.0		Eigenvector: 0.105163075		Information: 4.1425548		LAC: 4.0880504		Betweenness: 532382.44		Closeness: 0.022840431		Network: 21.226706		
15	YBL099W	Subgragh: 5.8418127E15		Degree: 109.0		Eigenvector: 0.10438747		Information: 4.0942864		LAC: 2.8990827		Betweenness: 208868.44		Closeness: 0.022817506		Network: 17.493118		
16	YBR196C	Subgragh: 5.8377861E15		Degree: 120.0		Eigenvector: 0.10435149		Information: 4.108215		LAC: 1.8333334		Betweenness: 287355.7		Closeness: 0.022846784		Network: 6.861823		
17	YDR394W	Subgragh: 5.7075949E15		Degree: 86.0		Eigenvector: 0.10318133		Information: 4.054495		LAC: 11.953488		Betweenness: 119730.99		Closeness: 0.022792073		Network: 26.23955		
18	YNL064C	Subgragh: 5.6495098E15		Degree: 102.0		Eigenvector: 0.102654964		Information: 4.0839057		LAC: 2.254902		Betweenness: 181561.58		Closeness: 0.022844324		Network: 5.6171794		
19	YLR180W	Subgragh: 4.8316745E15		Degree: 95.0		Eigenvector: 0.09493435		Information: 4.072236		LAC: 2.5473685		Betweenness: 154578.52		Closeness: 0.022814643		Network: 6.2253823		
20	YDL126C	Subgragh: 4.8086803E15		Degree: 98.0		Eigenvector: 0.09470819		Information: 4.077517		LAC: 3.7551022		Betweenness: 221959.14		Closeness: 0.022836128		Network: 12.543261		
21	YMR205C	Subgragh: 4.7380265E15		Degree: 68.0		Eigenvector: 0.09400984		Information: 4.0057755		LAC: 8.3529415		Betweenness: 79859.14		Closeness: 0.022809021		Network: 12.326407		
22	YFL037W	Subgragh: 4.7074635E15		Degree: 84.0		Eigenvector: 0.09370614		Information: 4.049944		LAC: 2.452381		Betweenness: 125383.09		Closeness: 0.022794012		Network: 5.396789		
23	YHR030C	Subgragh: 4.5781801E15		Degree: 96.0		Eigenvector: 0.09241043		Information: 4.073985		LAC: 4.375		Betweenness: 170756.58		Closeness: 0.022775762		Network: 11.026359		
24	YML085C	Subgragh: 4.5579707E15		Degree: 79.0		Eigenvector: 0.09220625		Information: 4.0379505		LAC: 3.063291		Betweenness: 106347.51		Closeness: 0.022792175		Network: 6.3921556		
25	YBR118W	Subgragh: 4.48540641E15		Degree: 105.0		Eigenvector: 0.091469325		Information: 4.088547		LAC: 3.1047618		Betweenness: 199340.52		Closeness: 0.022819959		Network: 10.358155		
26	YBR217W	Subgragh: 4.16022961E15		Degree: 91.0		Eigenvector: 0.08809134		Information: 4.064802		LAC: 2.7692308		Betweenness: 204270.47		Closeness: 0.022778412		Network: 7.0811367		
27	YFR053C	Subgragh: 4.1181953E15		Degree: 95.0		Eigenvector: 0.08764518		Information: 4.072236		LAC: 1.431579		Betweenness: 230527.62		Closeness: 0.022840021		Network: 3.4819193		
28	YDL047W	Subgragh: 4.00109436E15		Degree: 86.0		Eigenvector: 0.0863901		Information: 4.054495		LAC: 2.8837209		Betweenness: 201580.34		Closeness: 0.022764156		Network: 7.291072		
29	YDL059C	Subgragh: 3.88463498E15		Degree: 67.0		Eigenvector: 0.08512354		Information: 4.0023093		LAC: 2.686567		Betweenness: 71148.766		Closeness: 0.022727273		Network: 4.2245235		
30	YGR040W	Subgragh: 3.86124405E15		Degree: 79.0		Eigenvector: 0.084866874		Information: 4.0379505		LAC: 1.6202532		Betweenness: 98235.42		Closeness: 0.022747781		Network: 4.421875		
31	YOL133W	Subgragh: 3.65094527E15		Degree: 102.0		Eigenvector: 0.08252342		Information: 4.0839057		LAC: 3.1176472		Betweenness: 284593.56		Closeness: 0.02276782		Network: 15.7726345		
32	YJL008C	Subgragh: 3.46333466E15		Degree: 75.0		Eigenvector: 0.08037515		Information: 4.027249		LAC: 2.3466666		Betweenness: 76520.38		Closeness: 0.022776578		Network: 4.189533		
33	YOL055C	Subgragh: 3.43917359E15		Degree: 93.0		Eigenvector: 0.0800943		Information: 4.068592		LAC: 1.2903225		Betweenness: 190798.39		Closeness: 0.022805752		Network: 3.8632143		
34	YER133W	Subgragh: 3.31683413E15		Degree: 124.0		Eigenvector: 0.07865683		Information: 4.1126		LAC: 4.7580647		Betweenness: 386093.25		Closeness: 0.022791257		Network: 28.042927		
35	YNL189W	Subgragh: 3.30275174E15		Degree: 216.0		Eigenvector: 0.078489676		Information: 4.1707444		LAC: 2.4722223		Betweenness: 1161080.9		Closeness: 0.022879224		Network: 29.872606		
36	YER177W	Subgragh: 3.28441437E15		Degree: 99.0		Eigenvector: 0.07827148		Information: 4.079115		LAC: 2.808081		Betweenness: 245660.66		Closeness: 0.022816073		Network: 10.485182		
37	YKL152C	Subgragh: 3.2774125E15		Degree: 89.0		Eigenvector: 0.078188		Information: 4.060816		LAC: 1.3258427		Betweenness: 164393.44		Closeness: 0.022782182		Network: 3.264326		
38	YFR028C	Subgragh: 3.22324303E15		Degree: 97.0		Eigenvector: 0.07753916		Information: 4.07566		LAC: 5.3195877		Betweenness: 294066.72		Closeness: 0.022839202		Network: 18.636915		
39	YER171W	Subgragh: 3.185996E15		Degree: 63.0		Eigenvector: 0.077089846		Information: 3.9877188		LAC: 2.063492		Betweenness: 51601.094		Closeness: 0.022697084		Network: 4.9183893		
40	YDL017W	Subgragh: 3.12262832E15		Degree: 81.0		Eigenvector: 0.07631936		Information: 4.0429354		LAC: 3.0617285		Betweenness: 230429.03		Closeness: 0.022726664		Network: 7.9591627		
41	YBR017C	Subgragh: 3.09360428E15		Degree: 94.0		Eigenvector: 0.07596385		Information: 4.0704737		LAC: 1.2553191		Betweenness: 222975.44		Closeness: 0.022777291		Network: 3.7297835		
42	YKR026C	Subgragh: 2.95557047E15		Degree: 83.0		Eigenvector: 0.07424979		Information: 4.047619		LAC: 2.3614457		Betweenness: 161364.3		Closeness: 0.02274636		Network: 6.9828963		
43	YPL204W	Subgragh: 2.93810176E15		Degree: 120.0		Eigenvector: 0.07403004		Information: 4.108215		LAC: 2.7166667		Betweenness: 378200.7		Closeness: 0.02281413		Network: 14.321556		
44	YBR160W	Subgragh: 2.92951613E15		Degree: 229.0		Eigenvector: 0.0739218		Information: 4.1753035		LAC: 1.930131		Betweenness: 1258946.4		Closeness: 0.022869565		Network: 30.278006		
45	YBR055C	Subgragh: 2.87994308E15		Degree: 106.0		Eigenvector: 0.07329368		Information: 4.089995		LAC: 2.1886792		Betweenness: 238721.66		Closeness: 0.022733767		Network: 8.610405		
46	YHR135C	Subgragh: 2.84765807E15		Degree: 84.0		Eigenvector: 0.0728817		Information: 4.049944		LAC: 1.6904762		Betweenness: 156953.45		Closeness: 0.02273194		Network: 6.2706437		
47	YDL200C	Subgragh: 2.84071231E15		Degree: 51.0		Eigenvector: 0.07279276		Information: 3.9310927		LAC: 2.4705882		Betweenness: 36363.367		Closeness: 0.022672627		Network: 3.3179865		
48	YPL235W	Subgragh: 2.73456058E15		Degree: 76.0		Eigenvector: 0.07141975		Information: 4.030013		LAC: 3.0		Betweenness: 185793.67		Closeness: 0.022799829		Network: 8.4364605		
49	YGR092W	Subgragh: 2.64969068E15		Degree: 56.0		Eigenvector: 0.070302725		Information: 3.9574172		LAC: 4.107143		Betweenness: 52274.406		Closeness: 0.022756321		Network: 5.4320397		
50	YLR044C	Subgragh: 2.57908679E15		Degree: 64.0		Eigenvector: 0.06935976		Information: 3.9915602		LAC: 2.75		Betweenness: 86894.05		Closeness: 0.022787178		Network: 4.447523		
51	YOR212W	Subgragh: 2.55471903E15		Degree: 59.0		Eigenvector: 0.06903131		Information: 3.9710984		LAC: 1.7627119		Betweenness: 90367.18		Closeness: 0.022683334		Network: 3.0980756		
52	YOR181W	Subgragh: 2.44141698E15		Degree: 71.0		Eigenvector: 0.06748317		Information: 4.015415		LAC: 3.6056337		Betweenness: 253017.56		Closeness: 0.022812495		Network: 8.349615		
53	YMR049C	Subgragh: 2.42511758E15		Degree: 84.0		Eigenvector: 0.06725754		Information: 4.049944		LAC: 6.714286		Betweenness: 167466.97		Closeness: 0.022776375		Network: 20.902716		
54	YGR262C	Subgragh: 2.42376332E15		Degree: 60.0		Eigenvector: 0.067238756		Information: 3.975493		LAC: 1.7333333		Betweenness: 131363.53		Closeness: 0.022744428		Network: 3.4605997		
55	YMR059W	Subgragh: 2.4208363E15		Degree: 80.0		Eigenvector: 0.06719814		Information: 4.0405293		LAC: 1.575		Betweenness: 128920.625		Closeness: 0.022715513		Network: 5.5806727		
56	YER173W	Subgragh: 2.30979986E15		Degree: 43.0		Eigenvector: 0.06563897		Information: 3.8779418		LAC: 2.8372092		Betweenness: 25187.266		Closeness: 0.022672728		Network: 3.7493548		
57	YGL190C	Subgragh: 2.28896148E15		Degree: 66.0		Eigenvector: 0.06534221		Information: 3.998817		LAC: 2.7878788		Betweenness: 138083.73		Closeness: 0.02276558		Network: 5.380455		
58	YDR171W	Subgragh: 2.26849301E15		Degree: 61.0		Eigenvector: 0.0650494		Information: 3.9797077		LAC: 1.409836		Betweenness: 90105.97		Closeness: 0.022771485		Network: 2.3120153		
59	YPL140C	Subgragh: 2.26419912E15		Degree: 52.0		Eigenvector: 0.06498781		Information: 3.9367256		LAC: 3.9615386		Betweenness: 72589.766		Closeness: 0.022766089		Network: 5.1427045		
60	YJL034W	Subgragh: 2.22468877E15		Degree: 65.0		Eigenvector: 0.06441829		Information: 3.995267		LAC: 1.1076924		Betweenness: 133009.08		Closeness: 0.022790646		Network: 2.322693		
